ID,Response Round,Questionnaire Version,Group,Myocardial InfarctionA,Myocardial InfarctionB,Chronic Fatigue SyndromeA,Chronic Fatigue SyndromeB,BaldnessA,BaldnessB,Lack of Sexual DesireA,Lack of Sexual DesireB,AlcoholismA,AlcoholismB,Premenstrual SyndromeA,Premenstrual SyndromeB,Panic DisorderA,Panic DisorderB,AnorexiaA,AnorexiaB,GriefA,GriefB,DeafnessA,DeafnessB,Erectile DysfunctionA,Erectile DysfunctionB,Motivational Deficiency DisorderA,Motivational Deficiency DisorderB,OsteoporosisA,OsteoporosisB,Gambling AddictionA,Gambling AddictionB,Tension HeadacheA,Tension HeadacheB,Work ExhaustionA,Work ExhaustionB,HIVAIDSA,HIVAIDSB,InfertilityA,InfertilityB,ADHDA,ADHDB,Prostate CancerA,Prostate CancerB,PneumoniaA,PneumoniaB,InsomniaA,InsomniaB,ObesityA,ObesityB,Drug AddictionA,Drug AddictionB,Male MenopauseA,Male MenopauseB,AgeingA,AgeingB,TranssexualismA,TranssexualismB,Alcoholic Liver CirrhosisA,Alcoholic Liver CirrhosisB,SchizophreniaA,SchizophreniaB,Restless Legs SyndromeA,Restless Legs SyndromeA,Age Related Muscle LossA,Age Related Muscle LossB,Adult Onset DiabetesA,Adult Onset DiabetesB,SmokingA,SmokingB,AutismA,AutismB,Nighttime VoidingA,Nighttime VoidingB,BulimiaA,BulimiaB,Generalized Anxiety DisorderA,Generalized Anxiety DisorderB,SleepApneaA,SleepApneaB,WrinklesA,WrinklesB,Elevated CholesterolA,Elevated CholesterolB,BreastCancerA,BreastCancerB,FibromyalgiaA,FibromyalgiaB,Elevated Blood PressureA,Elevated Blood PressureB,Dental CariesA,Dental CariesB,LungCancerA,LungCancerB,Female MenopauseA,Female MenopauseB,MalnutritionA,MalnutritionB,Irritable Bowel SyndromeA,Irritable Bowel SyndromeB,HomosexualityA,HomosexualityB,Refractive ErrorA,Refractive ErrorB,Lactose IntoleranceA,Lactose IntoleranceB,Down SyndromeA,Down SyndromeB,Personality DisorderA,Personality DisorderA,Overactive BladderA,Overactive BladderB,DepressionA,DepressionB,Juvenile DiabetesA,Juvenile DiabetesB,MalariaA,MalariaB,Social Anxiety DisorderA,Social Anxiety DisorderB,Premature EjaculationA,Premature EjaculationB,Hip FractureA,Hip FractureB,Excluded_Included
5246,1,3,3,5,5,3,3,1,1,3,3,4,2,1,1,2,2,4,4,1,1,1,3,2,2,1,2,4,4,3,3,2,2,3,3,3,3,3,3,4,4,5,5,5,5,3,3,3,3,3,3,1,3,1,3,1,1,3,3,5,4,3,3,,,5,4,1,3,5,5,3,3,5,5,3,4,3,4,1,1,4,3,5,5,5,4,5,5,2,2,5,5,1,1,4,4,3,3,1,1,3,3,4,4,1,1,2,1,2,2,4,4,5,5,5,4,2,2,2,2,5,5,1
5247,1,3,3,5,5,4,5,1,1,1,2,3,4,2,4,3,3,5,5,1,1,2,5,4,4,2,2,5,5,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,3,3,4,4,4,5,1,3,1,1,1,1,5,2,5,5,4,5,5,3,5,5,1,1,5,5,5,5,5,5,3,4,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,1,1,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,1
5248,1,3,3,5,5,3,4,3,3,,3,4,3,3,3,5,5,5,5,2,3,5,5,4,5,1,2,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,4,4,5,5,2,5,3,3,3,5,5,5,5,5,3,5,3,5,2,5,5,5,5,5,5,5,5,5,5,5,1,3,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,2,3,3,3,3,3,3,5,3,5,3,4,5,5,5,5,5,5,5,5,2,3,5,5,1
5249,2,3,3,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
5252,1,3,3,5,5,3,3,1,1,1,1,1,1,1,1,2,2,5,5,3,1,4,4,3,1,1,1,2,2,1,1,3,1,3,3,4,1,4,2,4,3,5,5,5,5,4,4,2,2,1,1,3,3,4,4,3,3,1,1,4,4,2,2,3,3,4,4,1,1,5,5,4,4,3,3,3,3,3,3,,,4,4,5,5,3,3,4,4,2,2,5,5,3,3,4,4,5,5,2,2,2,2,1,1,3,3,2,2,4,4,3,3,5,5,1,1,2,2,2,2,5,5,1
5253,2,3,3,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,5,5,1,1,1,1,5,5,1,1,1,,1,1,2,2,2,2,3,3,5,5,5,5,3,3,3,3,1,1,1,1,1,5,1,1,1,2,5,5,5,5,5,5,5,4,1,1,5,5,5,5,5,5,2,2,5,5,1,1,2,2,5,5,5,5,3,3,3,3,5,5,1,1,1,,5,5,1,1,1,1,1,1,5,5,2,2,1,1,4,4,5,5,5,5,2,2,1,1,5,5,1
5254,1,3,3,5,5,4,3,3,3,2,3,2,3,4,4,4,5,4,4,2,3,5,5,3,3,3,3,5,5,2,3,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,4,3,2,2,2,4,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,4,4,4,4,5,5,2,1,4,3,5,5,5,5,5,5,3,5,5,5,4,4,3,4,5,5,1,1,5,5,5,5,5,5,3,3,5,5,4,4,5,5,5,5,3,3,2,3,5,5,1
5256,1,3,3,5,5,5,5,3,3,3,3,5,5,2,2,5,5,5,5,4,4,5,5,4,4,3,3,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,4,1,1,3,3,4,4,5,5,5,5,3,3,5,5,2,3,5,5,4,4,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,4,4,5,5,3,3,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,1
5258,1,3,3,5,5,5,5,3,3,3,3,4,4,4,4,4,4,4,4,1,2,2,4,4,4,1,2,5,5,3,3,3,3,3,3,4,4,2,3,4,4,5,5,5,5,2,4,2,2,2,2,3,4,1,5,1,1,5,4,5,5,5,5,2,4,5,5,1,4,4,5,4,4,5,5,5,5,5,5,1,1,4,4,5,5,4,4,5,4,4,4,5,5,4,4,4,4,5,5,1,2,1,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,2,3,5,5,1
5260,2,3,3,5,5,3,3,1,1,2,2,1,1,5,5,2,2,3,3,1,3,5,5,1,1,1,1,4,4,1,1,3,2,2,2,5,5,3,3,5,5,5,5,5,5,3,3,2,2,1,1,5,5,1,4,1,1,3,3,5,5,5,5,2,5,5,5,1,1,5,5,4,4,3,3,3,3,4,4,1,1,4,4,5,5,4,4,4,4,3,3,5,5,3,3,4,4,5,5,1,1,5,5,3,3,5,5,5,5,4,4,3,3,5,5,5,5,3,3,1,1,5,5,1
5264,1,3,3,5,5,3,4,1,2,2,2,4,4,3,3,3,4,5,5,1,2,2,5,2,3,2,3,5,5,4,4,3,3,3,3,5,5,2,3,2,3,5,5,5,5,3,4,3,3,4,4,3,3,1,3,2,2,5,5,4,5,3,3,3,3,5,5,2,2,3,3,3,3,3,3,3,4,5,4,1,1,4,4,5,5,4,4,4,4,3,3,5,5,3,3,2,3,3,4,1,1,5,4,3,3,2,4,2,3,3,4,3,4,5,5,5,5,3,3,2,3,5,5,1
5265,1,3,3,5,5,2,2,1,1,1,1,1,4,1,1,4,4,5,5,1,1,2,5,1,3,1,1,4,3,1,3,1,3,1,3,5,5,1,2,5,4,5,5,5,5,4,4,2,1,2,2,1,1,1,4,1,1,1,1,5,5,4,4,3,4,2,2,1,1,5,5,3,3,4,4,5,5,4,4,1,1,3,3,5,5,5,5,3,3,1,2,4,4,1,1,1,5,3,3,1,1,5,5,1,1,5,5,2,2,3,3,5,5,5,5,5,5,4,4,3,2,5,5,1
5266,1,3,3,5,5,4,4,2,1,,,4,3,,,2,2,5,4,1,3,2,4,1,3,2,2,5,4,4,5,4,5,5,5,4,4,2,4,4,4,5,5,5,5,2,4,2,2,3,3,1,2,1,3,1,1,5,3,5,4,5,4,4,4,5,5,1,1,5,5,2,2,4,5,4,4,5,4,1,1,5,4,5,5,5,5,5,5,3,4,5,5,5,4,3,3,5,3,1,2,2,4,5,4,5,5,4,3,3,4,4,5,5,5,2,1,3,4,1,1,4,5,1
5267,1,3,3,5,5,4,4,1,3,1,4,4,4,2,4,5,5,5,5,1,5,1,4,2,4,2,4,2,3,4,4,2,4,2,4,5,5,1,3,2,4,5,5,5,5,4,4,2,3,4,3,2,5,1,5,2,2,5,5,5,5,5,5,3,5,5,4,4,3,5,5,3,3,5,5,5,5,4,5,1,1,2,3,5,5,5,5,3,4,2,4,5,5,1,4,2,3,4,4,1,1,2,4,2,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,1
5269,2,3,3,5,5,3,3,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,4,4,1,1,1,1,3,3,5,4,3,2,3,3,5,5,5,5,3,3,2,1,1,1,2,1,1,1,1,1,1,1,5,4,4,3,1,1,5,5,1,1,5,4,4,4,4,4,4,4,5,4,1,1,4,4,5,5,4,4,4,4,4,3,5,5,1,1,2,2,4,4,1,1,4,1,3,1,4,4,4,4,4,4,4,4,5,5,5,5,3,3,2,2,5,5,1
5270,1,3,3,5,5,3,3,1,1,2,2,3,3,2,2,4,4,5,5,1,1,4,4,4,4,2,2,4,4,4,4,5,5,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,1,1,3,1,5,5,5,5,4,4,4,4,5,5,3,2,4,4,4,4,5,5,5,5,5,5,1,1,4,4,5,5,5,5,5,5,4,4,5,5,3,3,4,3,5,5,1,1,4,4,2,2,4,4,4,4,4,4,5,5,5,5,4,4,4,4,3,3,5,5,1
5272,1,3,3,5,5,4,4,3,3,3,3,4,3,4,4,4,4,3,3,1,2,5,5,3,3,2,2,5,5,3,3,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,4,2,2,4,4,2,2,1,3,1,1,4,4,5,5,2,2,2,2,4,4,1,2,5,5,4,4,3,3,5,5,5,5,1,1,4,4,5,5,4,4,5,5,4,4,5,5,2,2,2,3,5,5,1,1,5,4,4,3,4,4,4,3,5,5,5,5,5,5,5,5,5,5,3,3,5,5,1
5273,1,3,3,5,5,2,2,1,1,1,1,4,4,2,1,3,3,4,4,1,1,2,3,3,3,1,1,4,4,4,4,2,2,2,2,4,4,1,1,3,3,5,5,5,5,3,3,3,3,4,4,3,3,1,1,2,1,5,4,5,4,4,3,2,2,5,4,1,1,3,3,4,4,4,4,2,2,4,4,1,1,3,3,5,5,3,3,4,4,2,2,5,5,2,2,3,3,4,4,1,1,4,2,2,2,3,3,3,3,4,3,4,4,4,4,4,4,3,3,1,1,5,5,1
5274,1,3,3,5,5,3,3,1,1,2,1,2,1,2,1,4,3,4,3,1,1,5,5,3,3,1,1,4,3,2,1,3,2,4,4,5,5,2,3,4,4,5,5,5,4,3,2,2,1,3,2,2,1,1,1,1,1,4,2,5,4,4,2,3,2,5,2,1,1,5,4,2,2,4,3,3,2,3,2,1,1,4,2,5,5,4,4,4,2,2,2,5,5,2,2,2,1,4,4,1,1,5,1,5,2,5,4,5,4,4,3,5,3,5,5,4,1,4,3,3,2,5,5,1
5276,1,3,3,5,5,3,3,1,2,1,2,3,3,2,4,4,5,4,5,1,4,2,5,1,2,1,2,4,4,3,3,3,4,3,5,5,5,2,3,2,5,5,5,5,5,1,4,1,3,3,3,1,4,1,3,1,2,5,4,5,5,3,5,4,5,5,4,1,2,5,5,1,4,4,4,4,5,3,4,1,1,3,5,5,5,5,5,5,5,3,5,5,5,1,4,1,4,5,5,1,2,3,5,4,5,3,5,5,5,3,5,3,4,5,5,5,5,3,4,1,2,5,5,1
5278,1,3,3,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,1,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,1,1,5,5,3,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,3,5,5,1,5,1,5,5,5,4,3,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,5,5,1
5279,1,3,3,5,5,4,4,2,2,2,2,3,3,3,3,4,4,5,5,1,2,4,5,4,4,1,2,4,4,3,4,2,2,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,1,1,2,2,5,5,5,5,4,4,2,3,4,4,3,3,5,5,4,4,5,5,4,4,4,4,1,2,2,2,5,5,4,4,5,5,4,4,5,5,2,3,3,3,4,4,2,2,2,2,4,2,5,5,3,4,4,4,4,4,5,5,5,5,4,4,1,2,5,5,1
5283,1,3,3,5,5,4,4,1,1,3,3,5,5,3,3,5,5,5,5,1,1,5,5,3,3,3,3,5,5,5,5,3,3,5,5,5,5,3,3,5,5,5,5,5,5,4,4,3,3,5,5,2,2,1,1,5,5,5,5,5,5,4,4,4,4,5,5,2,3,5,5,3,3,5,5,5,5,5,5,1,1,4,4,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,2,2,3,3,5,5,5,5,,,5,5,5,5,5,5,4,4,3,3,5,5,1
5284,2,3,3,5,5,5,5,2,2,5,5,3,3,5,5,5,5,5,5,4,4,5,5,4,4,1,1,5,5,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,5,5,5,5,5,1,1,4,4,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,1
5286,2,3,3,5,5,3,3,1,1,2,1,5,3,2,1,5,3,5,5,1,1,5,5,3,3,3,3,5,5,3,3,2,2,5,3,5,5,3,3,5,3,5,5,5,5,4,3,2,2,4,4,1,1,1,1,1,1,5,5,5,5,3,3,3,3,5,5,1,1,5,5,1,1,5,5,5,4,5,4,1,1,5,5,5,5,5,5,5,5,3,3,5,5,1,1,4,4,3,3,1,1,4,3,2,1,5,5,5,5,4,4,5,5,5,5,5,5,4,4,3,3,5,5,1
5288,1,3,3,5,5,4,4,1,1,4,4,2,2,4,4,4,4,5,5,2,2,5,5,4,4,2,2,4,4,2,2,4,4,4,4,5,5,4,4,5,5,5,5,5,5,4,4,3,3,1,4,3,3,1,4,1,1,3,3,1,1,3,3,1,1,4,4,1,1,5,5,4,4,4,4,4,4,5,5,1,1,4,4,5,5,4,4,5,5,4,4,5,5,4,4,4,4,5,5,1,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,5,5,1
5289,1,3,3,5,5,5,5,1,1,1,1,4,2,4,2,4,2,4,2,5,3,5,5,4,2,1,1,5,3,5,3,5,2,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,3,3,3,4,4,1,5,1,1,3,2,5,5,4,3,5,5,3,3,1,1,5,5,5,5,5,5,4,4,5,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,1,1,5,5,5,2,1,5,5,5,5,2,5,5,5,5,5,5,5,4,3,2,5,5,1
5291,1,3,3,5,5,4,5,1,1,1,1,3,3,4,5,4,4,3,4,1,1,5,5,2,1,1,1,5,5,2,2,5,5,3,4,5,4,3,3,5,5,5,5,5,5,3,5,2,1,5,5,5,5,1,5,1,1,5,3,5,5,3,3,3,3,4,4,1,2,5,4,1,3,4,5,3,3,4,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,1,1,5,5,1
5292,3,3,3,4,4,3,3,4,2,1,1,4,2,3,3,4,3,5,5,1,1,5,4,4,1,3,3,4,3,4,1,3,3,4,4,5,2,1,4,4,3,5,5,5,,5,4,1,2,1,2,3,2,1,5,1,1,4,3,5,5,5,4,5,4,5,3,1,1,4,4,3,3,5,5,4,4,4,3,1,1,4,4,5,5,5,4,5,3,1,4,5,5,4,3,3,3,5,3,1,1,5,5,4,3,5,5,4,4,3,3,4,4,5,5,5,1,4,3,1,1,1,4,1
5294,1,3,3,5,5,4,3,1,1,1,1,3,3,3,3,3,3,5,4,1,3,4,4,1,1,1,1,4,4,1,1,3,3,3,3,5,5,3,2,5,5,5,5,5,5,3,4,3,2,3,3,4,4,2,4,1,1,3,4,5,5,4,4,5,5,5,5,1,1,5,5,4,4,5,5,4,4,5,4,1,1,5,5,5,5,5,5,5,5,4,4,5,5,4,4,3,4,5,5,1,1,1,1,5,2,5,5,5,5,4,3,4,4,5,5,5,5,4,4,1,1,5,5,1
5295,3,3,3,4,4,3,3,1,1,1,1,4,3,1,1,3,3,3,3,1,1,1,4,1,1,1,1,2,2,3,1,2,2,1,1,4,4,1,1,4,3,4,4,5,5,4,4,4,4,4,4,3,3,1,1,1,1,4,3,5,5,3,3,2,2,4,4,1,1,4,4,1,1,3,3,3,3,3,3,1,1,3,3,5,5,4,4,4,4,1,1,4,4,3,3,2,2,3,3,1,1,1,1,1,1,1,4,3,3,1,1,4,4,4,4,4,2,3,3,1,1,4,4,1
5296,1,3,3,5,5,5,5,2,3,3,3,4,4,4,5,4,5,5,5,1,2,5,5,4,5,2,2,5,5,3,4,3,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,4,4,2,4,3,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,2,5,5,5,4,5,5,5,1,1,5,5,5,5,5,5,4,5,2,2,5,5,5,5,3,5,5,5,1,5,4,4,3,5,3,5,3,5,4,5,5,5,5,5,5,5,4,5,3,4,4,5,1
5297,1,3,3,5,5,5,5,3,1,,,3,1,3,3,5,5,5,5,1,3,5,5,5,5,3,3,5,5,3,2,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,3,1,3,3,3,1,3,3,3,1,2,5,5,5,5,3,2,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,3,5,5,5,5,5,3,1,3,5,5,3,3,,,5,5,1,1,3,1,5,1,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
5298,2,3,3,5,5,4,4,1,1,3,3,2,4,3,4,4,5,4,5,1,1,4,5,2,3,2,3,5,5,1,4,1,3,3,4,5,5,2,5,2,3,5,5,5,5,2,3,1,3,1,4,1,4,1,1,1,1,4,5,5,5,4,3,3,3,5,4,1,3,4,5,2,3,4,5,5,5,5,3,1,1,4,3,5,5,5,5,2,3,1,3,5,5,1,3,2,4,4,5,1,1,1,4,1,1,4,5,3,4,3,3,5,5,5,5,5,5,4,4,2,4,5,5,1
5302,1,3,3,5,5,2,2,2,1,2,1,4,2,1,1,5,3,5,,1,1,4,3,3,2,1,1,5,4,5,3,4,3,4,4,5,4,3,4,5,4,5,4,5,4,3,2,2,1,3,3,3,1,1,4,1,1,5,2,5,4,5,2,5,3,5,2,1,1,5,4,3,2,5,3,5,3,5,3,1,1,5,3,5,5,5,2,5,3,1,1,5,5,1,1,4,4,5,3,1,1,5,4,5,1,5,4,5,4,5,2,5,4,5,4,5,4,4,2,2,1,5,3,1
5305,1,3,3,5,5,5,5,1,1,2,2,3,3,1,2,5,5,5,5,1,3,5,5,3,3,4,4,5,5,2,3,5,5,5,5,5,5,3,3,5,5,5,5,5,5,4,4,3,3,4,4,4,4,1,3,2,2,5,5,5,5,3,3,3,3,5,5,1,1,5,5,3,3,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,4,4,5,5,2,2,3,3,5,5,1,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,5,5,1
5306,3,3,3,5,5,5,5,1,1,3,4,5,5,4,4,5,5,5,5,1,3,3,4,3,3,3,3,5,5,5,5,3,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3,1,4,1,1,5,4,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,5,5,4,5,3,3,5,5,5,5,5,5,3,3,,,2,1,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,1,3,2,5,1
5309,2,3,3,5,5,2,2,2,2,3,3,5,2,2,2,5,4,5,5,1,2,4,4,5,2,2,2,4,4,4,4,1,1,4,4,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,3,2,4,1,5,3,2,5,2,5,5,3,3,4,4,5,5,4,3,5,5,4,4,5,5,5,5,5,5,1,1,4,4,5,5,4,3,4,4,4,4,5,5,3,5,5,5,5,5,3,3,3,3,4,4,5,5,5,5,4,3,5,5,5,5,5,4,3,3,4,2,5,5,1
5311,1,3,3,5,5,3,3,2,2,2,2,2,1,2,2,2,2,4,3,1,1,3,3,3,3,1,1,4,3,1,1,3,1,3,1,3,1,4,4,4,3,4,4,5,4,3,2,4,2,1,1,4,3,2,2,1,1,3,2,4,3,2,2,4,2,3,3,1,1,4,3,3,3,4,3,2,2,4,3,1,1,3,2,4,4,4,4,4,3,2,2,4,3,3,3,4,3,3,3,1,1,3,3,3,2,4,3,3,3,3,3,3,3,4,4,4,2,1,1,2,2,5,4,1
5312,1,3,3,5,5,4,3,1,1,4,1,4,2,1,1,4,2,4,4,1,2,4,4,4,2,4,2,4,4,4,3,4,3,4,4,5,4,4,4,5,5,5,5,5,5,4,4,2,2,4,3,1,1,1,2,1,1,5,1,5,4,4,4,2,2,5,4,1,1,4,4,3,3,4,4,4,3,5,5,1,1,4,4,5,5,5,5,5,4,2,2,5,4,2,2,5,5,5,4,1,1,5,4,1,1,5,5,4,4,3,2,5,3,5,5,5,5,3,2,2,2,5,5,1
5314,1,3,3,3,5,2,3,1,1,1,1,1,1,3,4,3,4,4,3,1,3,1,4,3,4,1,1,4,4,1,1,3,4,3,4,4,3,1,3,3,4,5,5,5,5,3,4,4,2,2,1,1,5,1,2,1,1,1,1,5,4,3,4,4,4,4,3,1,2,5,5,4,4,5,2,2,3,3,3,1,1,3,4,5,5,5,5,5,3,2,3,5,5,2,2,1,3,3,3,1,1,2,2,1,1,5,3,3,3,5,4,3,3,5,5,5,3,3,3,3,4,3,4,1
5316,1,3,3,5,5,3,3,1,1,2,2,5,1,3,2,4,4,5,5,1,1,1,3,2,2,1,1,4,4,2,2,2,3,4,3,5,5,3,2,4,4,5,5,5,5,2,3,2,1,2,2,1,4,1,5,1,1,5,1,5,5,3,3,2,5,5,5,1,1,5,5,3,3,5,5,4,4,5,5,1,1,4,3,5,5,5,4,5,4,1,3,5,5,1,1,3,3,4,4,1,1,2,3,2,1,5,5,4,4,4,4,5,5,5,5,5,5,4,4,1,1,5,5,1
5317,1,3,3,3,5,3,2,1,1,1,2,4,2,3,3,2,4,4,4,1,1,1,4,1,1,1,1,4,5,3,1,1,2,1,2,5,5,2,5,3,3,4,5,2,5,1,2,3,4,2,2,1,2,1,4,1,1,5,3,5,4,2,2,2,3,5,5,1,2,3,5,1,3,4,4,2,3,2,4,1,1,1,1,3,5,4,5,1,1,1,4,5,5,1,2,2,3,3,4,1,1,1,3,2,3,4,4,3,4,1,3,5,4,5,5,3,4,2,3,1,2,1,5,0
5318,1,3,3,5,5,3,3,1,1,1,2,4,3,4,4,5,4,5,5,1,3,5,5,4,4,3,3,5,5,4,3,4,4,4,4,5,5,4,4,4,4,5,5,5,5,4,4,4,4,5,4,1,4,1,3,2,2,5,3,5,4,5,4,4,4,5,4,1,2,5,5,4,4,5,4,4,4,5,4,1,1,5,4,5,5,5,4,5,5,1,3,5,4,1,4,2,3,5,4,2,1,2,3,5,2,5,5,4,3,5,4,5,4,5,5,5,4,4,4,2,2,2,5,1
5319,1,3,3,5,5,4,3,1,1,2,1,4,3,2,1,4,4,4,4,1,1,4,4,3,2,2,2,4,4,3,1,3,2,4,3,5,5,1,3,4,4,5,5,5,5,3,3,3,2,2,2,3,3,1,1,1,1,4,3,5,5,4,3,4,4,5,3,1,1,5,5,3,3,5,4,4,4,5,4,1,1,4,3,5,5,5,5,4,5,3,2,5,5,4,4,3,4,4,3,1,1,3,1,1,1,5,4,4,4,3,3,5,5,5,5,5,5,3,3,1,1,5,5,1
5320,1,3,3,5,5,2,3,1,1,1,1,3,4,1,1,3,3,5,5,1,2,4,4,1,1,1,1,5,5,3,3,3,3,3,3,5,5,4,4,4,4,5,5,5,5,4,4,3,3,3,3,2,2,1,4,2,2,4,3,5,5,3,3,1,2,4,4,1,1,5,5,3,3,4,4,3,3,4,4,1,1,3,3,5,5,4,4,4,4,4,4,4,4,2,2,2,2,3,3,1,1,4,2,4,2,5,5,3,3,4,4,4,4,5,5,5,5,3,3,1,1,5,5,1
5322,1,3,3,5,5,4,5,1,1,1,1,1,1,4,5,4,5,4,5,1,5,1,5,1,2,1,2,4,5,1,1,1,5,1,5,5,5,1,5,4,5,5,5,5,5,3,2,2,2,2,2,4,4,1,5,1,1,2,2,5,5,4,4,5,5,5,5,1,1,5,5,4,4,4,5,4,4,4,4,1,1,4,4,5,5,4,4,5,5,3,5,5,5,5,5,2,5,5,5,1,1,2,2,5,5,1,5,4,5,4,5,4,5,5,5,5,5,2,5,2,2,5,5,1
5326,1,3,3,5,5,5,5,1,1,1,1,3,1,1,1,5,5,5,5,1,3,1,5,1,1,3,3,5,5,3,3,1,3,1,5,5,5,1,1,5,5,5,5,5,5,3,5,2,1,2,3,1,1,1,3,1,1,2,1,5,5,5,5,3,3,3,3,1,1,5,5,5,5,5,5,5,5,5,5,1,1,3,3,5,5,5,5,4,5,3,5,5,5,1,3,1,5,5,5,1,1,3,3,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,5,5,1
5327,1,3,3,5,5,4,4,1,1,1,1,4,5,1,4,4,4,5,5,1,4,5,5,3,4,3,4,3,4,4,4,3,4,2,4,5,5,1,4,4,5,5,5,5,5,3,3,2,2,1,4,1,1,1,,3,3,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,4,5,4,5,5,4,4,1,1,3,3,5,5,5,5,5,5,1,3,,,1,1,4,4,2,4,1,1,2,1,2,4,5,5,5,5,2,4,5,5,5,5,5,5,2,5,1,1,5,5,1
5330,1,3,3,5,5,4,3,2,2,2,3,3,3,3,3,3,3,4,5,1,1,5,5,4,3,3,3,5,5,2,1,4,3,4,4,5,5,4,4,4,5,5,5,5,5,5,4,4,2,5,5,5,5,1,4,3,1,4,5,5,5,5,3,5,5,5,5,3,1,5,5,5,3,5,5,4,3,5,5,1,1,4,3,5,5,4,4,5,5,3,4,5,5,4,4,2,3,5,4,1,1,2,2,5,2,5,5,5,3,5,4,5,3,5,5,5,5,4,3,3,2,5,5,1
5331,3,3,3,5,5,3,3,1,1,2,2,3,3,2,3,4,4,4,4,1,1,3,3,3,3,2,3,4,4,3,3,3,3,3,3,4,3,2,3,4,4,5,5,5,5,3,3,2,3,3,4,2,4,1,4,1,1,2,4,5,4,2,3,3,3,5,4,1,3,3,3,4,3,4,4,3,3,4,3,1,3,4,4,5,5,4,4,5,4,2,4,4,5,1,4,2,3,3,3,1,1,4,3,4,3,2,3,4,3,2,3,4,3,5,4,4,4,3,3,2,1,5,5,1
